CandleID,Date,Rating,Review
1,29-Mar-20,5,"Don't take anything for granted. The weirdst thing. Ordered it today at 15 dollars, 2 days later Amazon: ""something happened during delivery"" we will refund your money. I proceed go try to buy it again and it now costs 17 dollars. All that so that YOU start ordering and getting what YOU NEED and NOT WHAT YOU WANT, Especially AT THIS DIFFICULT TIME. WE are all here to serve a purpose and NOT to take advantage of others. Corona virus COVID19 today is a wake up call to all of you who take Life and People's service and kindness for granted.Sincerely, a lover of Amazon (as a customer) and a current employee. I have been with them for a while and most people in there work harder than you will ever now.Sincerely,ST*And I will buy the item and pay the price of stupid peoples mistakes""Thanks selfish hoarders.Love your neighbor, Love Yoursef. ?üåª?üòä"
1,17-Dec-18,5,"*Notes included* Macintosh with a little Spice *Notes include*Top Notes: Golden Apples, Cinnamon Leaf, CloveMid Notes:Apple Peel, Cracked Walnuts, Brown SugarBase Notes: Amber, Melted Butter, Maple Syrup, VanillaThis candle is a must for the holidays. It's great because it's Macintosh with a little spice. Not too much but enough to let you know it's a festive candle. On a side note, I can't smell cloves. I hate cloves but love this candle. Has decent throw."
1,23-Nov-19,1,"Waste of Money I‚Äôm so disappointed! I should have known better when I found my favorite Yankee candle scent for so cheap on Amazon. There is barely any scent. I‚Äôve been burning the candle for 3 hours and unless you walk right up to it, you‚Äôd never know it was scented. Save your money and buy directly from YC or one or their retailers."
1,8-Feb-19,5,"not cute, but smells great & lasts long. I‚Äôll start out be saying that I‚Äôm the guy that will spend [maybe too much] money on a candle that smells good and is aesthetically pleasing to the eye. Don‚Äôt tell anyone.That being said, I have this candle on a ‚Äúsubscribe & save‚Äù monthly delivery. It may not look the best, but the label peels off easily and the smell competes with the super-expensive Thymes Frasier Fir candles. It‚Äôs a light, clean, fresh cedar/pine scent and fills our living area. Lasts about a month if you burn it for several hours daily."
1,23-Sep-20,1,"Arrived with no wick!! Candle arrived with no wick. I love yankee candles and order them frequently. I‚Äôve never had this problem before. I got a knife out to see if perhaps the wick was under the surface, but no. What a waste of money."
1,9-Dec-18,1,"Don't waste your money! I've owned this Yankee Candle fragrance previously and loved, it as it smelled like fresh cut Christmas tree and not pine floor cleaner.  We have an artificial tree and my husband still wants the aroma he remembers from his childhood.  I don't know what went wrong with this batch of candles but they don't fill the room with the lovely scent my previous Yankee Candle purchases have.  You virtually have to stand right next to it to smell it.  Jokes on me because I bought two of them thinking I would use one and have one at the ready.  Tossed all the packaging as I never dreamed they wouldn't be the same quality product that Yankee Candle is supposed to produce."
1,2-Jan-17,1,"Maybe this batch is bad, or I got a fake product I've been using Yankee candles for 2 years, it's always reliable. But this time, the candle I got is strange. First, the smell is so so so weak compare to previous Yankee candles I've used. Second, there is heavy black smoke coming out of it when using. I stop using it because I am afraid the smoke will turn the white wall black. Maybe this batch is bad, or I got a fake product."
1,7-Dec-16,5,"Love this old classic Bayberry Scent I have looked at every Yankee Candle Co. seller, from Bed, Breakfast and Beyond to my local department store which carries a large candle department without success, for the Bayberry Candle that my mother always burned during the holiday season when I was growing up, and also, I burned for many years..however apparently the scent has become less popular for the ONLY place I found it was at the Yankee Candle Co itself thru Amazon.I was hoping to purchase several candles at a lower price during the Black Friday sales...but I simply couldn't locate this specific scent.I ended up paying full price..so I bought 3 of the, in hopes of having one to start 2017 holiday season with.I love this scent..it brings back so many childhood memories and I'm sure it will for my adult kids also..wish I could afford to buy one for each of my family members but at $28.00 per candle, it's too much of a cost just for a 'nice scent'.I wish Yankee Candle Co would distribute this classic holiday scent to the stores again."
1,28-Jul-18,1,"Not what I'd expected... I'd anticipated getting a jarred candle, but instead, discovered a really nicely-scented potential wind chime. I'm pretty bummed; it didn't come anywhere near surviving the trip and it'll have to go back."
1,11-Mar-20,5,"Deliciously sweet, vanilla-ey fragrance I seem to be getting good longevity (burn-hours) for this candle and I enjoy the ""sugar cookie baking"" smell. It has decent candle ""throw"" but I think it could be better? It has a single wick and the top of the jar is slightly tapered, so this may hinder that, I don't know. It doesn't smoke if you start with a slightly trimmed wick before lighting it, but I wouldn't call it smokeless. That would make it ideal. I got a great price after the holidays so I can't complain. I would not pay full-price for it, though."
1,28-Nov-18,4,"Warm cozy scent I'm generally a huge fan of Yankee Candles--they smell better and last longer than any other candles out there. That said, I wish this scent was a little stronger. It smells fantastic--but it just isn't very strong."
1,4-Jun-20,4,No scent I'm getting a little disappointed with Yankee candles and wax melts lately..I don't know if it's because they are old or they aren't making them strong scented anymore but everytime I use the melts and burn candles their is no smell to it at all..I may have to find a new candle company..?üòï
1,3-Nov-20,1,"No scent at all I burned this candle for 3 hrs & it gave off no scent, at all.I grew up in MA where authentic Yankee Candles were manufactured. The reason everyone paid extra was for the extraordinary scent, which filled the New England homes.I bought 2 of these & neither of them give off any scent.Dollar store candles are better than these.Do Not  Buy"
1,13-Nov-20,5,"My favorite candle scent EVER Every year around this time, I treat myself to a large Balsam & Cedar Yankee Candle. It is my absolute favorite scent.Last year, I didn't buy one, thinking that I could try different pine scents in my wax burner. I tried four.... yeah, four... different brands, and they smelled like bad cologne.I really can't describe it, but this scent is beautifully woodsy... but softer, sweeter.... it is the best."
1,16-Nov-20,5,"Smells Amazing!! This is one of my favorite candles to buy around the holiday season. It smells strongly of balsam and cedar, but it's not overpowering. I buy this every season and off-season if available. I would recommend if you love the smell of fresh Christmas trees. It is also perfect if you don't have real trees during the holiday and want that fresh pine smell in your house."
1,14-Nov-19,5,Great Holiday Scent Christmas Eve use to be my favorite Yankee Candle scent. Last year I decided to try the Balsam and Cedar and I absolutely love it. It reminds me of the Christmases years ago when we had a live tree instead of artificial. I have a cat and dog and this scent helps to cover any odor they leave behind. I purchased 4 because of the great discount offered. Thanks for that Amazon.
1,12-Dec-19,1,"No scent I have tons of yankee candles and this smell is so weak it‚Äôs like a cheap candle. Usually yankee scents are quite loud, especially this particular scent, but it smells like nothing. Beginning to wonder if their amazon candles are like defects or expired."
1,1-Jul-20,3,"Delightful smell! I was absolutely delighted when I received this candle. The scent was heavenly, and the size Is perfect. Big, but not too big! However, much to my surprise, and for the very first time in buying this brand of candle for 30 years, this candle had two defects. Not even halfway down the candle wick ran out, and the wax was actually bubbly. Just filled with little tiny bubbles throughout the entire candle. I must say again, I was truly surprised. But one product in 30 years isn‚Äôt bad. Normally, it‚Äôs an exemplary Product. This is why I will pay the price."
1,22-Mar-18,5,"Great, fresh - burns long and clean This candle has a strong smell, but it's not overpowering. I burn this scent at Christmas time since I'm not a huge fan of sweeter scents like vanilla or Christmas cookie. This things burns clean and seems to last forever - I burned this for a few hours most days of the week during the holidays, and it's barely half used. It's also such a clean scent that you could easily use this outside of the holiday season. Unlike some customers, mine came packaged very well, and I didn't have any issues with breakage. All in all a great scent, whether for the holidays or year-round."
1,22-Dec-19,5,Love it!! Love this candle and what a great price! Such a better deal than buying the large jar size in the store. Very happy with it and it has an amazing smell.
1,16-Jul-16,3,"FRAGRANCE OIL AND COLOR LEAKED FROM CANDLE DURING SHIPMENT This forest scent was piney and natural, and I have no complaints about the candle itself, but during shipment in June, some of the evergreen fragrance oils leaked out of the jar and then ate completely through the styrofoam packing material cushioning the cap of the jar. The substance wasn't melted wax, but was actual green coloring plus oil that leached OUT of the wax. This is indicative to me either that there was a problem with product quality control or that Amazon should not have been shipping it to my location (Texas) in June, I purchased another scent (Cranberry Twist) that shipped in the same box, and it was fine with no leakage. Because this leakage changed the contents, I felt it compromised the safety of the candle, and I don't feel safe burning it."
1,21-Sep-20,2,"Not as odorific as the old ones! The old Christmas Cookie candles were more potent and made your whole house smell like cookies.  These are still a great smell, but not as potent.  Miss the old vintage."
1,7-Jan-20,5,Smells amazing As miss I try to consistently give other (smaller companies) candles a chance; Yankee seems to always out scent them!This candle looks and smells great.The 2 wick is more aromatic than single wick but not nauseating- so spend your money there.Balsam fit during January while it‚Äôs snowing outside simply can‚Äôt be beat
1,8-Dec-18,1,"Doesn't smell at all Has no smell when lit. Really disappointed. The basalm and cedar candle smelled for the first few hours and now does not smell as well. Meanwhile, I have a Village Candle I got for 10 dollars at Marshalls that's over halfway through and smells extremely strong. Yankee Candles are a scam now..."
1,14-Dec-18,5,"Love Yankee Candles I have always loved Yankee candles. Yes, they are more expensive than most of the other candles out there but the quality and the smell does make up for the cost. This candle was perfect to complement our home christmas decorations and helped us get in the holiday mood."
1,8-Feb-20,5,Worth the extra cost vs cheaper candles This thing smells amazing and lasted for DAYS burning it at 10-12 hours per day. We bought three and it adequately scented ~3000 sq ft. We've used cheaper candles but they seem to burn fast or aren't able to provide enough scent to reach all corners of our open floorplan. These did a GREAT job!
1,16-Nov-20,2,"Came in all broken, smells amazing It smells AMAZING, but it was all broken when I opened it. I was incredibly sad about that because I got it to give to my boyfriend. obviously it is not giftable, so I got a replacement (not here yet). Even though it was all broken, it is still OK to burn. It‚Äôs currently burning in our kitchen and our whole house smells like Christmas!!"
1,29-Feb-20,5,"Classic scent, can‚Äôt go wrong! No need for smell test Classic scent, great go to without the smell test! Bought for my single adult brother and his roommate, because he needs some womanly things and who else would buy them besides his sister! I knew and trusted this scent through years of experience with brand and flavor and he confirmed just how incredible his house smells now!"
1,20-Jan-19,5,"My daughter's favorite scent Yankee candles are simply the best. They burn nice, smell amazing and are always a favorite. My daughter loves them, so when they run specials I always try and stock up for gifts. She mentioned them on sale on Cyber Monday so I bought a few. I will slowly give them to her, so that she has Christmas cookie smell all year long."
1,4-Apr-17,1,"Faint scent I ordered two of these candles because I had one of these already, but when they came I discovered that the candles were ""updated"" with no essential oils and the scent was not nearly as strong. I loved this candle so much and wanted to love the new ones I ordered, but the difference was obvious...hardly no scent. Even my family noticed the difference. I returned both of these candles. Very disappointed."
1,6-Nov-20,3,"Better Homes & Gardens is...better I like most of Yankee Candle's products, but this barely has any scent.  I know it was a flash-sale item, but I'm bummed about it.  WoodWick is almost always worth the money, so I'd recommend them for expensive candles.  If you want the cheaper version, with an equally pleasant scent, I try Better Homes & Gardens."
1,18-Nov-20,1,Is this really a Yankee candle? I have been buying Yankee candles for years. Everyone knows they have a fairly strong scent that will fill the room. This candle barely smells at all. Complete waste of money in my opinion. I have never bought one on amazon so not sure if that‚Äôs why but I‚Äôm extremely disappointed.
1,23-Dec-18,1,"Soy or Wax?? I thought I did my study between soy or wax,,,Soy burns clean and no residue let behind,,but not much of a bang on sent...Wax burns longer but not complete but seems to put out twice the sent as soy,,,I guess is buyers choice,,,Oh..and buy the way wax smalls good without having to be lit.....GOOD LUCK!!"
1,31-Oct-20,2,"Yankee Candle without Balsam & Cedar Scent I am very disappointed, I buy Yankee candles often. Though the delivery was very fast ?üåü?üåü?üåü?üåü?üåüThere s no scent coming from the candle. It‚Äôs been burning for 6 hours, a day, and unfortunately I, and my family don‚Äôt smell the scent. I will be contacting the vendor. I know this isn‚Äôt their fault, by no means. I would hope, by contacting them, they will send me a replacement. Other than this unfortunate situation, Yankee Candles, by far are the best scented candles."
1,8-Nov-16,1,Terrible Disappointment...... I ordered this candle from amazon and expected the same high quality and awesome fragrance I have gotten every other holiday season when I purchased directly from Yankee Candle Co. retail stores.  This one ordered from Amazon have NO fragrance whatsoever when lit.  We are totally disappointed in the product and find it NOT of Yankee Candle quality.  Don't buy !!!!!
1,30-Mar-20,5,Most pleasing aroma. Aaaahhhhh! I love the Yankee candles.  The scent permeates a room and beyond with good circulation.  Many candles don't do that. With others you have to xbend close to the burning candle to get the scent. After an hour or so left burning the essence extends from my living room and down the hallway. We have a small ranch style home. Very pleasant ?üëç?üòä
1,25-Dec-18,5,Heavenly purchase Xmas n Beyond. Yankee Cancel a favorite .. this fragrance delights you with the warmest loving fragrance .  Labels peel off can use to store dried flowes tie a bow n what a love gift.  Burning time so far 5 days constantly.  Bought teb .. Will puchase more.  Heavenly all year.  Sale was great help.
1,14-Oct-17,1,"NO SMELL THE CANDLES DO NOT LINGER WITH THE LONG LASTING SMELL AS THE OTHER YANKEE CANDLES I OWN, VERY UPSET WITH THE PURCHASE OF THESE, MUST BE OLD OR HAVE BEEN IN A WAREHOUSE FOR A LONG PERIOD OF TIME, I HAVE NEVER HAD THIS ISSUE BEFORE WITH YANKEE. THESE DO NOT LINGER AND FILL THE ROOM WITH THE CHRISTMAS SMELL AT ALL. SO SAD!!!!"
1,25-Oct-20,5,Smells like a Christmas tree!?üéÑ?üòÉ This candle is i think the best one we have ever gotten. We burned it right before Thanksgiving and Christmas!!! It smells like a Christmas tree and it makes it feel like Christmas already! I highly recommend this candle if you like the smell of Christmas trees.?üéÑ?üòÉ
1,25-Nov-18,1,Bad buy So disappointed. Bought this for some Christmas smells and it doesn‚Äôt smell like anything. Most Xmas thing about it is that it‚Äôs green. Try a different candle.
1,13-Jun-16,3,"Not bad, securely packed! :) Very light aroma subtle even, minty smells like something green.  I even forgot the candle was on. It was on for a while before I smelled something. I wanted something stronger and overpowering. For the price $11.50 for 22oz I couldn't resist and took the risk. My Glade candles are smaller and smell stronger and more widespread throughout the home more rapidly.Bigger doesn't always mean better I realize. Seems like it gives off more of a fragrance after I blow the candle out? Interestingly odd-- lol Pleasant fragrance once the fragrance settles after blowing out the candle a waxy odor is present like something was burning (not a bad smell but a waxy odor)"
1,6-Dec-19,1,No scent I love yankee candles. It‚Äôs the only brand I buy. This one gives off no scent. I bought another scent as well and it gives off no scent either. These were cheaper then normal price which is why I bought them. I don‚Äôt think they are real.
1,6-Dec-19,5,Puts me in the Christmas mood I bought this candle for the Christmas tree smell.  I'm not a fan of real trees but I absolutely love how real trees smell and these candles makes my home smell like I have a fresh cut Christmas tree.  The scent makes my home smell warm and cozy and puts my household in a more Christmassy feel.  The candle scent is light and not overpowering but strong yet subtle enough to be smelt though out the entire house.  One candle last for several hours and several uses.  The candle is a good price for the number of uses I will get.
1,10-May-19,5,"Smell Good Even When Unlit These look and smell great - and smell great in the heat circulating from a ""fake fireplace heater"" and when on a warm day the sun streams through the window on top of them and I am sitting down to eat.  I have to note that I prefer this ""Brand"" because other candles have given me headaches - so though they are more costly - I am sure that the cost went into making a product that smells good and is more ""friendly"" to more people ""scent wise""."
1,19-Nov-20,3,"Attractive but barely any fragrance The candle burns well, like all Yankee candles. However, the scent was so subtle that I could only catch the faintest scent even after burning it for a couple hours. Compared to another Yankee candle I tested afterward, this one was incredibly disappointing. I would suggest trying another brand if you are looking for a good candy cane scented candle."
1,19-Jan-20,5,"Yankee candles are top notch This has been lasting me regular burns throughout the early 1/3 of winter so far. The scent and appearance are lovely and cozy, and a nice perfume of sweet cookies, that go well with the winter. Other brands I‚Äôve tried with cheaper candles have not been so elegant in their burning and scent and longevity. ....I want more!!!!"
1,7-Nov-20,4,"Great scent, wicks aren't long enough I like the smell a great deal. I've always been partial to cedar and they got the scent just right. However the wicks in the candle aren't quite long enough, which makes it a little tricky to light without burning my fingers on the match, and also causes the melting wax to cause the flame to sputter. It lasts about half an hour before the flame has nearly burned out.On the other hand there's a great deal of wonderfully scented candle and I expect it to last a couple months, even burning a few hours a day. If balsam and cedar is your thing then this is probably worth the price tag."
1,7-Nov-19,5,"Holiday Bayberry Love Holiday Bayberry.  This scent's delightful spiciness in particular sets all my brain pleasure centers, neurons and synapses aglow or afire.  Great throw with a traditional and classic green clean scent.  I also recommend Mistletoe."
1,5-Dec-18,5,"No need for a Christmas tree with this candle Upon lighting this candle my apartment transformed into a spruce tree farm. Because of this candle I don‚Äôt enter the outside world, I‚Äôve lost countless friends because of cancelled plans, and I‚Äôm pretty sure I‚Äôve ingested an unhealthy amount of wax/candle fumes. The scent is incredible. My only complaint is that it‚Äôs not strong enough to mask the explosive smells coming from my cats liter box."
1,11-Apr-18,5,"Great price, too This is my Christmas scent.  We burn it all of December.  Great price, too.  I always use Yankee Candles.  I can count on them to fill my Great Room with a good smell."
1,19-Nov-20,5,"It‚Äôs Yankee Candle of course it‚Äôs 5star amazing Yankee Candle is ALWAYS my go to,last time I tried a new brand (Happy Wax wax melts) regretted it Yankee candle always has the perfect balance the perfect scents that actually fill your desired area I just found it odd that the wick was a little short maybe it was pre trimmed or maybe it‚Äôs just me but found it odd I hope it‚Äôll burn as well as all my other Yankee Candles and I can‚Äôt wait to get my Yankee candle waxes either! The scent of Red Apple Wreath is incredible the longevity is amazing no complaints other than odd about the wick being so small."
1,9-Oct-20,2,"Smells almost perfumey but strong scent I got the balsam one but the scent isnt exactly foresty but more perfume-like which kinda irritates my nose a little. After burning it for a while, I just cant stand the smell. It's a great price for the quantity but I'm not sure if this is the best balsam/cedar scent."
1,16-Jan-20,4,Yankee Doodle Yankee candles are a wonderful addition to the interior of your home and with all their array of scents everyone is bound to find something they love.  MY only wish is the prices would be fairly reasonable because it's not always easy to convince yourself to buy a $20 candle that probably won't last a month. Yankee candles do create a great product and never fails to disappoint.  (only when it comes to how much they charge). Mahalo!
1,12-Jan-20,4,"Too strong and artificial smelling. I love candles that smell like Christmas trees! This one, however was a little too strong for my preference. It almost reminded me of the overpowering little tree air fresheners for cars. I can be sensitive to some smells and when they are too strong, I get headaches. This was one is those scents that produced or enhanced my head aches. Because I don‚Äôt like to waste candles, this is going in my garage to help freshen it up."
1,17-Dec-19,5,"Good product! I was really worried about the candle coming in broken or something being wrong as i read from the other reviews, but this product came in perfect! Packaged in really good protective casings so mine wasn't even chipped. I ordered christmas cookie, which always has a good strong smell for most of its duration, but warning towards the end of the wax burning the smell definitely lessons. if you like vanilla smells but dont want it to be overpowering (like the vanilla cupcake candle they have) this is a great alternative."
1,2-Dec-19,5,"Bringing back the holiday memories! I LOVE Yankee candle so much and bought two Balsam & Cedar scented jars to burn during my cold wintry days.! I'm so happy with them, they're lasting and smell so much like my fireplace hearth, fresh cut Christmas tree childhood memories! I'll be back for more holiday ambience soon:)) ‚òÉÔ?è"
1,6-Mar-20,5,A Child's Christmas in South Carolina. I loved the smell. it spelled like Christmas at my home. My Mother always burned tese candles to evoke the Christmas season.
1,20-Jan-20,5,"The best real tree smell I‚Äôve found! I‚Äôve tried a lot of candles trying to find that ‚ÄúChristmas tree‚Äù smell. They were all too soapy or too smoky and gave me a headache. Mistletoe is perfect! We buy one every year because it is the most pleasant real tree smell without being overpowering. Try it, it‚Äôs worth it!"
1,11-Apr-18,5,"Perfect Candle. Perfect Scent. This is not a scent for everyone, but I like the rich, heavy smell. I close my eyes and picture myself back in Maine. The candle burns flawlessly. I'm already working my second one."
1,2-Apr-20,5,"Best Christmas Candle My favorite candles from Yankee Candle are Pink Sands and Black Cherry, but when Christmas rolls around, it's always Red Apple Wreath for me. I just can't get enough. It's perfect: not too sweet, not too pine/tree, just the right spice and warmth for the season."
1,24-Nov-19,3,"I did not agree with the smell I bought this awhile ago, and just used it recently to clear the air to my restroom. For some reason, I just could not enjoy the scent of this candle. I've used other scents from Yankee and always enjoyed them. Other than that, it's still a good candle, I would just stay away from this scent."
1,26-Nov-19,1,No scent at all This candle has no scent at all. I placed it in a very small room to test it once I determined it seemed to have no scent. Even in a small place there was no aroma at all. This was the first time I purchased Yankee Candles from Amazon and I was very disappointed. Back to Walmart I guess ‚ò?Ô?è
1,28-Dec-19,2,Disappointed There was no scent to this candle at all. I expected so much more from Yankey. I bought 100.00 plus candles from them and none had a fragrance
1,30-Nov-18,1,broken came in broken  cleaned off the rest of glass and will use candle
1,24-Oct-20,1,"This purchase did not light up my heart. I was SO excited to find my favorite Holiday scent on Amazon so I ordered 4. I bought and received all 4, packaged. When removing them from the boxes I noticed that 3 of the 4 candles had been lit (see wicks). Some may appreciate the removal of any superstitious vibes from the candles by lighting the wick, :P but I was under the impression these were new. Worse than that, I had to use gloves to handle them because they were covered in the scented oil. Super disappointed."
1,11-Nov-20,2,Barely any scent The candle smells good but only if you are standing over it. Anymore than 2 feet away and you can‚Äôt smell it whatsoever. For a 2Wick yankee candle I expected much more
1,25-Jun-19,3,"Small Area It is unfortunate that Yankee Candles do not work as well as they did in the past. I find that the candle does not contain enough scented oils, therefore the only way that you can smell the scent is to be standing or sitting close to it while it is burning. If you're going to use this product, I recommend placing it in a small room."
